,index,PlayerHeight,PlayerWeight,Yards,Down,YardLine,Distance,Week,Temperature,Humidity,HomeScoreBeforePlay,VisitorScoreBeforePlay,Position
17205,439436,66,191,4,1,9,9,13,52.0,92.0,7,7,RB
17206,439458,72,224,4,2,5,5,13,52.0,92.0,7,7,RB
17207,439502,72,224,-2,1,21,10,13,52.0,92.0,7,14,RB
17208,439524,66,191,11,3,8,23,13,52.0,92.0,7,14,RB
17209,439559,72,233,22,3,30,23,13,52.0,92.0,7,14,RB
17210,439581,72,233,14,1,25,10,13,52.0,92.0,10,14,RB
17211,439603,72,233,9,2,42,7,13,52.0,92.0,10,14,RB
17212,439612,72,224,-3,1,25,10,13,52.0,92.0,17,14,RB
17213,439647,72,233,2,1,40,10,13,52.0,92.0,17,14,RB
17214,439669,72,233,11,2,42,8,13,52.0,92.0,17,14,RB
17215,439691,72,233,-3,2,38,1,13,52.0,92.0,17,14,RB
17216,439713,72,233,5,2,35,10,13,52.0,92.0,17,14,RB
17217,439733,72,210,4,1,13,10,13,52.0,92.0,17,14,RB
17218,439757,72,233,0,1,1,1,13,52.0,92.0,17,14,RB
17219,439779,72,233,0,2,1,1,13,52.0,92.0,17,14,RB
17220,439787,72,224,4,1,25,10,13,52.0,92.0,24,14,RB
17221,439821,72,210,4,2,8,22,13,52.0,92.0,24,14,RB
17222,439845,72,233,2,1,8,10,13,52.0,92.0,24,17,RB
17223,439867,72,233,2,1,19,10,13,52.0,92.0,24,17,RB
17224,439887,72,210,-3,2,21,8,13,52.0,92.0,24,17,RB
17225,439909,72,210,9,2,29,10,13,52.0,92.0,24,17,RB
17226,439931,72,210,2,1,32,10,13,52.0,92.0,24,17,RB
17227,439955,72,233,3,1,13,10,13,52.0,92.0,24,17,RB
17228,439977,72,233,1,2,20,17,13,52.0,92.0,24,17,RB
17229,439999,72,233,0,3,19,16,13,52.0,92.0,24,17,RB
17230,440043,72,233,3,2,41,5,13,52.0,92.0,27,27,RB
17231,440065,72,233,7,1,30,10,13,52.0,92.0,27,27,RB
17232,440087,72,233,-3,2,23,3,13,52.0,92.0,27,27,RB
17233,440096,72,224,7,1,25,10,13,52.0,92.0,30,27,RB
17234,440120,70,200,0,1,39,10,13,57.0,55.0,0,0,RB
17235,440174,73,233,2,1,42,10,13,57.0,55.0,0,0,RB
17236,440196,73,233,1,1,1,1,13,57.0,55.0,0,0,RB
17237,440208,70,200,0,1,21,10,13,57.0,55.0,7,0,RB
17238,440240,73,233,3,2,32,10,13,57.0,55.0,7,0,RB
17239,440262,73,233,0,1,1,1,13,57.0,55.0,7,0,RB
17240,440284,73,233,1,2,1,1,13,57.0,55.0,7,0,RB
17241,440296,70,200,1,2,29,6,13,57.0,55.0,13,0,RB
17242,440318,70,200,1,1,39,10,13,57.0,55.0,13,0,RB
17243,440350,73,233,7,1,37,10,13,57.0,55.0,13,7,RB
17244,440373,72,225,4,2,44,3,13,57.0,55.0,13,7,RB
17245,440384,70,200,0,1,21,10,13,57.0,55.0,13,7,RB
17246,440405,70,200,-3,1,35,10,13,57.0,55.0,13,7,RB
17247,440438,73,233,2,1,11,10,13,57.0,55.0,13,7,RB
17248,440460,73,233,2,2,13,8,13,57.0,55.0,13,7,RB
17249,440472,70,200,1,2,23,4,13,57.0,55.0,13,7,RB
17250,440504,73,233,4,2,34,10,13,57.0,55.0,13,7,RB
17251,440526,73,233,20,1,9,10,13,57.0,55.0,16,7,RB
17252,440537,70,200,1,1,25,10,13,57.0,55.0,23,7,RB
17253,440571,73,233,1,1,25,10,13,57.0,55.0,23,7,RB
17254,440593,73,233,4,1,36,10,13,57.0,55.0,23,7,RB
17255,440614,73,233,6,1,46,10,13,57.0,55.0,23,7,RB
17256,440626,72,200,9,2,41,10,13,57.0,55.0,23,7,RB
17257,440648,72,200,3,3,50,1,13,57.0,55.0,23,7,RB
17258,440670,70,200,1,1,31,10,13,57.0,55.0,23,7,RB
17259,440692,70,200,5,2,30,9,13,57.0,55.0,23,7,RB
17260,440714,70,200,7,1,17,10,13,57.0,55.0,23,7,RB
17261,440747,72,225,1,1,30,10,13,57.0,55.0,23,15,RB
17262,440768,73,233,5,1,25,10,13,57.0,55.0,23,23,RB
17263,440780,72,200,18,1,35,10,13,57.0,55.0,23,23,RB
17264,440802,70,200,5,1,28,10,13,57.0,55.0,23,23,RB
17265,440824,72,200,18,1,18,10,13,57.0,55.0,23,23,RB
17266,440856,73,233,2,4,43,1,13,57.0,55.0,23,30,RB
17267,440868,70,200,2,1,35,10,13,57.0,55.0,30,30,RB
17268,440890,72,200,11,1,49,10,13,57.0,55.0,30,30,RB
17269,440912,72,200,3,1,40,10,13,57.0,55.0,30,30,RB
17270,440934,72,200,1,1,22,10,13,57.0,55.0,30,30,RB
17271,440956,72,200,0,2,21,9,13,57.0,55.0,30,30,RB
17272,440986,71,225,3,1,36,10,13,81.0,75.0,0,0,RB
17273,441007,71,225,17,2,40,4,13,81.0,75.0,0,0,RB
17274,441030,71,225,-1,1,23,10,13,81.0,75.0,0,0,RB
17275,441051,71,225,3,1,6,6,13,81.0,75.0,0,0,RB
17276,441073,71,225,1,2,20,10,13,81.0,75.0,7,0,RB
17277,441086,71,205,0,1,27,10,13,81.0,75.0,10,0,RB
17278,441140,71,225,10,1,25,10,13,81.0,75.0,10,7,RB
17279,441162,71,225,1,2,40,5,13,81.0,75.0,10,7,RB
17280,441174,71,205,10,1,33,10,13,81.0,75.0,10,7,RB
17281,441208,71,208,3,1,25,10,13,81.0,75.0,10,7,RB
17282,441230,71,208,3,2,22,7,13,81.0,75.0,10,7,RB
17283,441249,71,225,2,1,6,6,13,81.0,75.0,10,7,RB
17284,441272,71,225,3,2,4,4,13,81.0,75.0,10,7,RB
17285,441293,71,225,-1,1,39,10,13,81.0,75.0,10,7,RB
17286,441305,71,205,0,1,40,10,13,81.0,75.0,10,7,RB
17287,441328,71,205,13,1,38,10,13,81.0,75.0,10,7,RB
17288,441349,71,205,2,1,25,10,13,81.0,75.0,17,7,RB
17289,441382,71,225,1,1,1,1,13,81.0,75.0,17,10,RB
17290,441393,71,205,3,1,8,10,13,81.0,75.0,24,10,RB
17291,441417,71,205,18,1,41,10,13,81.0,75.0,24,10,RB
17292,441473,71,208,-1,1,25,10,13,81.0,75.0,24,17,RB
17293,441495,71,208,-3,1,36,10,13,81.0,75.0,24,17,RB
17294,441536,71,225,-2,1,40,10,13,81.0,75.0,24,17,RB
17295,441547,71,205,2,1,20,10,13,81.0,75.0,24,17,RB
17296,441580,71,225,5,1,19,10,13,81.0,75.0,24,17,RB
17297,441591,71,205,5,2,26,5,13,81.0,75.0,24,17,RB
17298,441624,71,225,0,1,48,10,13,81.0,75.0,24,17,RB
17299,441646,71,225,3,2,48,10,13,81.0,75.0,24,17,RB
17300,441668,71,225,0,3,49,7,13,81.0,75.0,24,17,RB
17301,441686,69,210,2,1,44,10,13,57.0,52.0,0,0,RB
17302,441730,69,210,2,2,47,2,13,57.0,52.0,0,7,RB
17303,441740,70,229,2,1,49,10,13,57.0,52.0,0,7,RB
17304,441762,70,229,17,2,34,10,13,57.0,52.0,0,7,RB
17305,441800,68,210,2,2,45,5,13,57.0,52.0,0,10,RB
17306,441818,69,210,-1,1,50,10,13,57.0,52.0,0,10,RB
17307,441828,70,229,-2,1,24,10,13,57.0,52.0,0,10,RB
17308,441862,69,210,8,2,38,10,13,57.0,52.0,0,10,RB
17309,441884,69,210,3,3,46,2,13,57.0,52.0,0,10,RB
17310,441910,68,207,7,2,37,8,13,57.0,52.0,0,10,RB
17311,441928,69,210,2,3,30,1,13,57.0,52.0,0,10,RB
17312,441954,68,210,-2,1,28,10,13,57.0,52.0,0,10,RB
17313,441960,70,229,-3,1,30,10,13,57.0,52.0,0,10,RB
17314,441982,70,229,4,2,27,13,13,57.0,52.0,0,10,RB
17315,442005,71,224,6,2,39,4,13,57.0,52.0,0,10,RB
17316,442027,71,224,3,1,33,10,13,57.0,52.0,0,10,RB
17317,442049,70,229,1,2,30,7,13,57.0,52.0,0,10,RB
17318,442084,69,210,7,1,25,10,13,57.0,52.0,0,13,RB
17319,442104,69,210,5,2,17,1,13,57.0,52.0,0,13,RB
17320,442126,69,210,0,1,7,5,13,57.0,52.0,0,13,RB
17321,442148,69,210,0,1,1,1,13,57.0,52.0,0,13,RB
17322,442170,69,210,1,2,1,1,13,57.0,52.0,0,13,RB
17323,442192,69,210,1,1,25,10,13,57.0,52.0,7,19,RB
17324,442224,70,229,3,1,25,10,13,57.0,52.0,10,19,RB
17325,442246,70,229,13,1,41,10,13,57.0,52.0,10,19,RB
17326,442269,71,224,17,2,38,2,13,57.0,52.0,10,19,RB
17327,442290,70,229,0,3,1,1,13,57.0,52.0,10,19,RB
17328,442328,68,207,23,1,42,10,13,57.0,52.0,10,26,RB
17329,442334,70,229,3,2,20,10,13,57.0,52.0,16,26,RB
17330,442372,68,207,17,1,34,10,13,57.0,52.0,16,26,RB
17331,442390,69,210,7,1,25,10,13,57.0,52.0,16,33,RB
17332,442412,69,210,4,2,32,3,13,57.0,52.0,16,33,RB
17333,442434,69,210,17,1,36,10,13,57.0,52.0,16,33,RB
17334,442461,68,207,2,1,34,10,13,57.0,52.0,16,33,RB
17335,442482,68,207,16,1,19,10,13,57.0,52.0,16,33,RB
17336,442500,69,210,2,1,3,3,13,57.0,52.0,16,33,RB
17337,442511,71,224,7,1,8,10,13,57.0,52.0,23,33,RB
17338,442545,69,210,-2,1,46,10,13,57.0,52.0,23,33,RB
17339,442566,69,210,3,1,19,10,13,57.0,52.0,23,33,RB
17340,442591,68,210,7,2,16,7,13,57.0,52.0,23,33,RB
17341,442598,70,229,6,2,37,11,13,57.0,52.0,30,33,RB
17342,442622,71,224,5,1,34,10,13,57.0,52.0,30,33,RB
17343,442642,70,229,0,2,29,5,13,57.0,52.0,30,33,RB
17344,442664,70,229,2,1,4,4,13,57.0,52.0,30,33,RB
17345,442695,68,195,5,2,25,10,13,70.0,26.0,0,0,RB
17346,442716,71,185,5,2,46,3,13,70.0,26.0,0,0,RB
17347,442733,71,225,5,1,49,10,13,70.0,26.0,0,0,RB
17348,442759,70,214,7,1,46,20,13,70.0,26.0,0,0,RB
17349,442777,71,225,3,2,39,13,13,70.0,26.0,0,0,RB
17350,442813,75,247,2,1,25,10,13,70.0,26.0,0,3,RB
17351,442828,68,195,4,2,27,8,13,70.0,26.0,0,3,RB
17352,442849,68,195,11,2,19,26,13,70.0,26.0,0,10,RB
17353,442866,71,225,4,2,32,3,13,70.0,26.0,0,10,RB
17354,442887,71,225,0,1,36,10,13,70.0,26.0,0,10,RB
17355,442909,71,225,1,1,44,10,13,70.0,26.0,0,10,RB
17356,442931,71,225,0,1,39,10,13,70.0,26.0,0,10,RB
17357,442988,75,247,3,1,37,10,13,70.0,26.0,0,13,RB
17358,443011,75,247,3,1,47,10,13,70.0,26.0,0,13,RB
17359,443026,68,195,5,2,45,12,13,70.0,26.0,0,13,RB
17360,443042,71,225,6,1,20,10,13,70.0,26.0,0,13,RB
17361,443064,71,225,2,2,26,4,13,70.0,26.0,0,13,RB
17362,443085,71,225,0,3,28,2,13,70.0,26.0,0,13,RB
17363,443108,71,225,6,2,32,24,13,70.0,26.0,0,13,RB
17364,443130,71,225,1,3,26,18,13,70.0,26.0,0,13,RB
17365,443164,75,247,6,2,35,7,13,70.0,26.0,0,16,RB
17366,443177,70,214,3,1,15,20,13,70.0,26.0,6,16,RB
17367,443200,70,214,4,2,18,17,13,70.0,26.0,6,16,RB
17368,443220,70,214,2,2,42,10,13,70.0,26.0,6,16,RB
17369,443245,68,195,4,1,20,10,13,70.0,26.0,6,16,RB
17370,443261,71,225,16,1,40,10,13,70.0,26.0,6,16,RB
17371,443318,75,247,3,1,47,10,13,70.0,26.0,6,19,RB
17372,443339,75,247,12,1,13,10,13,70.0,26.0,6,19,RB
17373,443361,75,247,1,1,1,1,13,70.0,26.0,6,19,RB
17374,443371,71,225,4,1,24,10,13,70.0,26.0,13,19,RB
17375,443394,71,225,4,2,28,6,13,70.0,26.0,13,19,RB
17376,443418,70,214,3,3,32,2,13,70.0,26.0,13,19,RB
17377,443459,71,225,3,1,46,10,13,70.0,26.0,13,19,RB
17378,443486,71,185,5,2,35,10,13,70.0,26.0,13,19,RB
17379,443505,71,225,1,1,22,10,13,70.0,26.0,13,19,RB
17380,443531,68,195,7,1,43,10,13,70.0,26.0,13,22,RB
17381,443548,71,225,2,2,10,10,13,70.0,26.0,13,22,RB
17382,443582,75,247,0,1,36,10,13,70.0,26.0,13,22,RB
17383,443603,75,247,11,2,36,10,13,70.0,26.0,13,22,RB
17384,443625,75,247,-1,1,9,9,13,70.0,26.0,13,22,RB
17385,443640,71,185,8,1,25,10,13,70.0,26.0,16,22,RB
17386,443662,70,214,0,2,33,2,13,70.0,26.0,16,22,RB
17387,443680,71,225,8,1,22,10,13,70.0,26.0,19,22,RB
17388,443702,71,225,0,1,35,10,13,70.0,26.0,19,22,RB
17389,443724,71,225,5,2,35,10,13,70.0,26.0,19,22,RB
17390,443750,71,185,0,3,40,5,13,70.0,26.0,19,22,RB
17391,443770,70,210,2,2,25,10,13,53.0,100.0,0,0,RB
17392,443827,71,215,0,1,1,1,13,53.0,100.0,0,0,RB
17393,443842,75,255,1,2,1,1,13,53.0,100.0,0,0,FB
17394,443858,70,210,5,2,30,5,13,53.0,100.0,7,0,RB
17395,443899,75,230,1,1,23,10,13,53.0,100.0,7,0,RB
17396,443937,71,215,7,1,38,10,13,53.0,100.0,7,0,RB
17397,443959,71,215,0,2,45,3,13,53.0,100.0,7,0,RB
17398,443981,71,215,4,1,50,10,13,53.0,100.0,7,0,RB
17399,443987,75,230,4,1,10,10,13,53.0,100.0,7,0,RB
17400,444020,70,215,10,1,31,10,13,53.0,100.0,7,0,RB
17401,444042,70,215,-4,1,41,10,13,53.0,100.0,7,0,RB
17402,444087,70,215,3,2,23,4,13,53.0,100.0,7,0,RB
17403,444113,71,215,2,3,20,1,13,53.0,100.0,7,0,RB
17404,444130,70,215,1,2,12,4,13,53.0,100.0,7,0,RB
17405,444157,71,215,1,1,7,7,13,53.0,100.0,7,0,RB
17406,444166,70,210,18,1,34,10,13,53.0,100.0,10,0,RB
17407,444201,71,215,5,1,17,10,13,53.0,100.0,10,0,RB
17408,444219,70,205,0,3,26,1,13,53.0,100.0,10,0,RB
17409,444232,70,210,5,1,27,10,13,53.0,100.0,10,0,RB
17410,444263,70,205,4,1,36,10,13,53.0,100.0,10,7,RB
17411,444276,70,210,2,2,20,7,13,53.0,100.0,10,7,RB
17412,444311,71,215,7,1,48,10,13,53.0,100.0,10,7,RB
17413,444329,70,205,5,1,36,10,13,53.0,100.0,10,7,RB
17414,444355,71,215,2,2,31,5,13,53.0,100.0,10,7,RB
17415,444373,70,205,4,3,31,5,13,53.0,100.0,10,7,RB
17416,444395,70,205,1,1,35,20,13,53.0,100.0,10,7,RB
17417,444408,70,210,2,1,38,10,13,53.0,100.0,10,7,RB
17418,444430,70,210,18,1,40,10,13,53.0,100.0,10,7,RB
17419,444461,70,205,12,1,36,10,13,53.0,100.0,10,10,RB
17420,444472,75,230,5,2,25,10,13,53.0,100.0,17,10,RB
17421,444509,71,215,2,2,23,3,13,53.0,100.0,17,10,RB
17422,444531,71,215,2,3,21,1,13,53.0,100.0,17,10,RB
17423,444546,75,255,2,1,2,2,13,53.0,100.0,17,10,FB
17424,444562,70,210,0,3,38,1,13,53.0,100.0,24,10,RB
17425,444581,75,230,1,4,38,1,13,53.0,100.0,24,10,RB
17426,444615,70,215,3,1,44,10,13,53.0,100.0,24,10,RB
17427,444641,71,215,6,1,25,10,13,53.0,100.0,24,10,RB
17428,444663,71,215,3,2,31,4,13,53.0,100.0,24,10,RB
17429,444678,75,255,1,3,34,1,13,53.0,100.0,24,10,FB
17430,444707,71,215,5,1,35,10,13,53.0,100.0,24,10,RB
17431,444751,71,215,6,1,50,10,13,53.0,100.0,24,10,RB
17432,444773,71,215,8,2,44,4,13,53.0,100.0,24,10,RB
17433,444795,71,215,3,1,36,10,13,53.0,100.0,24,10,RB
17434,444811,75,255,1,1,43,17,13,53.0,100.0,24,10,FB
17435,444835,70,215,4,2,42,16,13,53.0,100.0,24,10,RB
17436,444857,70,215,3,3,38,12,13,53.0,100.0,24,10,RB
17437,444869,71,190,3,1,14,10,13,45.0,81.0,0,0,RB
17438,444891,71,190,3,2,17,7,13,45.0,81.0,0,0,RB
17439,444949,71,222,5,1,37,10,13,45.0,81.0,0,0,RB
17440,444971,71,222,3,2,42,5,13,45.0,81.0,0,0,RB
17441,444993,71,222,1,3,45,2,13,45.0,81.0,0,0,RB
17442,445004,72,194,3,1,7,10,13,45.0,81.0,0,0,RB
17443,445026,72,194,0,2,10,7,13,45.0,81.0,0,0,RB
17444,445059,71,220,3,1,25,10,13,45.0,81.0,0,0,RB
17445,445081,71,220,15,2,22,7,13,45.0,81.0,0,0,RB
17446,445103,71,222,1,1,7,7,13,45.0,81.0,0,0,RB
17447,445114,72,194,11,3,11,24,13,45.0,81.0,6,0,RB
17448,445147,71,222,15,1,43,10,13,45.0,81.0,6,0,RB
17449,445158,72,194,11,1,22,10,13,45.0,81.0,13,0,RB
17450,445180,72,194,3,1,33,10,13,45.0,81.0,13,0,RB
17451,445199,71,190,1,1,25,10,13,45.0,81.0,13,0,RB
17452,445224,72,194,2,4,16,1,13,45.0,81.0,13,0,RB
17453,445246,72,194,9,1,14,10,13,45.0,81.0,13,0,RB
17454,445279,71,220,4,1,14,10,13,45.0,81.0,13,0,RB
17455,445300,71,220,5,2,18,6,13,45.0,81.0,13,0,RB
17456,445322,71,222,2,3,23,1,13,45.0,81.0,13,0,RB
17457,445344,71,222,6,2,25,10,13,45.0,81.0,13,0,RB
17458,445353,71,190,-1,1,43,10,13,45.0,81.0,13,0,RB
17459,445374,71,190,0,2,42,11,13,45.0,81.0,13,0,RB
17460,445408,69,221,0,1,10,10,13,45.0,81.0,13,0,RB
17461,445431,69,221,2,2,5,15,13,45.0,81.0,13,0,RB
17462,445453,69,221,7,3,7,13,13,45.0,81.0,13,0,RB
17463,445477,71,222,6,1,14,10,13,45.0,81.0,13,0,RB
17464,445499,71,222,0,1,1,1,13,45.0,81.0,13,0,RB
17465,445521,71,222,0,2,1,1,13,45.0,81.0,13,0,RB
17466,445543,71,220,20,1,20,10,13,45.0,81.0,20,3,RB
17467,445554,72,194,2,1,48,10,13,45.0,81.0,27,3,RB
17468,445586,71,220,-1,1,18,20,13,45.0,81.0,27,10,RB
17469,445598,72,194,1,1,10,10,13,45.0,81.0,27,10,RB
17470,445620,72,194,8,1,47,10,13,45.0,81.0,27,10,RB
17471,445642,72,194,4,2,39,2,13,45.0,81.0,27,10,RB
17472,445664,72,194,2,1,35,10,13,45.0,81.0,27,10,RB
17473,445719,71,222,5,1,31,10,13,45.0,81.0,27,10,RB
17474,445740,71,220,19,1,42,10,13,45.0,81.0,34,16,RB
17475,445762,71,222,2,3,30,1,13,45.0,81.0,34,16,RB
17476,445783,71,222,23,1,28,10,13,45.0,81.0,34,16,RB
17477,445803,69,221,1,1,5,5,13,45.0,81.0,34,16,RB
17478,445818,72,194,0,1,25,10,13,45.0,81.0,43,16,RB
17479,445840,72,194,2,2,25,10,13,45.0,81.0,43,16,RB
17480,445862,72,194,3,3,49,1,13,45.0,81.0,43,16,RB
17481,445895,74,225,5,1,36,10,13,36.0,58.0,0,0,RB
17482,445917,74,225,1,2,41,5,13,36.0,58.0,0,0,RB
17483,445939,74,225,11,2,32,4,13,36.0,58.0,0,0,RB
17484,445961,74,225,8,1,21,10,13,36.0,58.0,0,0,RB
17485,445982,70,220,1,2,13,2,13,36.0,58.0,0,0,RB
17486,446004,70,220,3,3,12,1,13,36.0,58.0,0,0,RB
17487,446026,74,225,3,1,9,9,13,36.0,58.0,0,0,RB
17488,446031,73,220,-2,1,15,20,13,36.0,58.0,7,0,RB
17489,446054,68,195,7,2,13,22,13,36.0,58.0,7,0,RB
17490,446093,74,225,6,1,16,10,13,36.0,58.0,7,0,RB
17491,446108,66,190,0,3,22,4,13,36.0,58.0,7,0,RB
17492,446120,68,195,0,1,39,10,13,36.0,58.0,7,0,RB
17493,446141,73,220,6,1,27,10,13,36.0,58.0,7,0,RB
17494,446163,73,220,1,1,16,10,13,36.0,58.0,7,0,RB
17495,446202,74,225,4,2,25,10,13,36.0,58.0,7,3,RB
17496,446218,66,190,3,1,46,10,13,36.0,58.0,7,3,RB
17497,446269,74,225,1,2,22,10,13,36.0,58.0,7,10,RB
17498,446291,70,220,3,1,22,10,13,36.0,58.0,7,10,RB
17499,446313,74,225,-1,2,2,2,13,36.0,58.0,7,10,RB
17500,446334,74,225,-2,4,1,1,13,36.0,58.0,7,10,RB
17501,446339,73,220,-2,1,3,10,13,36.0,58.0,7,10,RB
17502,446371,66,190,14,1,14,10,13,36.0,58.0,7,10,RB
17503,446383,73,220,3,1,25,10,13,36.0,58.0,14,13,RB
17504,446405,73,220,-4,2,28,7,13,36.0,58.0,14,13,RB
17505,446444,70,220,9,2,30,5,13,36.0,58.0,14,13,RB
17506,446466,74,225,-4,1,38,10,13,36.0,58.0,14,13,RB
17507,446471,73,220,3,2,45,3,13,36.0,58.0,14,13,RB
17508,446532,74,225,18,1,15,10,13,36.0,58.0,14,13,RB
17509,446548,66,190,5,2,31,10,13,36.0,58.0,14,13,RB
17510,446576,74,225,0,1,17,10,13,36.0,58.0,14,13,RB
17511,446581,73,220,3,2,34,1,13,36.0,58.0,22,13,RB
17512,446620,74,225,7,2,35,10,13,36.0,58.0,22,13,RB
17513,446626,68,195,-4,1,25,10,13,36.0,58.0,25,13,RB
17514,446664,74,225,2,1,27,10,13,36.0,58.0,25,13,RB
17515,446686,74,225,13,1,42,10,13,36.0,58.0,25,13,RB
17516,446708,74,225,4,2,33,3,13,36.0,58.0,25,13,RB
17517,446730,74,225,3,1,29,10,13,36.0,58.0,25,13,RB
17518,446752,74,225,3,1,25,10,13,36.0,58.0,28,13,RB
17519,446774,74,225,3,2,28,7,13,36.0,58.0,28,13,RB
17520,446796,70,220,11,3,31,4,13,36.0,58.0,28,13,RB
17521,446809,68,195,2,1,27,10,14,44.0,43.0,0,0,RB
17522,446832,68,195,5,1,37,10,14,44.0,43.0,0,0,RB
17523,446860,75,247,14,1,19,10,14,44.0,43.0,0,0,RB
17524,446882,75,247,2,1,5,5,14,44.0,43.0,0,0,RB
17525,446904,75,247,3,2,3,3,14,44.0,43.0,0,0,RB
17526,446918,72,228,3,1,27,10,14,44.0,43.0,7,0,RB
17527,446940,72,228,1,1,39,10,14,44.0,43.0,7,0,RB
17528,446961,72,228,0,2,40,9,14,44.0,43.0,7,0,RB
17529,446992,75,247,5,1,19,10,14,44.0,43.0,7,0,RB
17530,447029,68,195,2,1,37,10,14,44.0,43.0,7,0,RB
17531,447058,75,247,6,2,39,8,14,44.0,43.0,7,0,RB
17532,447072,72,228,4,1,44,10,14,44.0,43.0,7,2,RB
17533,447093,72,228,3,2,48,6,14,44.0,43.0,7,2,RB
17534,447116,72,228,5,2,19,1,14,44.0,43.0,7,2,RB
17535,447137,72,228,2,2,7,3,14,44.0,43.0,7,2,RB
17536,447159,72,228,2,1,3,3,14,44.0,43.0,7,2,RB
17537,447182,72,228,0,2,1,1,14,44.0,43.0,7,2,RB
17538,447204,72,228,0,4,1,1,14,44.0,43.0,7,2,RB
17539,447248,72,228,2,2,33,2,14,44.0,43.0,13,2,RB
17540,447270,72,228,2,2,44,1,14,44.0,43.0,13,2,RB
17541,447301,75,247,2,1,32,10,14,44.0,43.0,16,2,RB
17542,447323,75,247,3,1,45,10,14,44.0,43.0,16,2,RB
17543,447338,68,195,-4,2,24,7,14,44.0,43.0,16,2,RB
17544,447367,75,247,16,1,16,10,14,44.0,43.0,16,2,RB
17545,447380,72,228,5,1,40,10,14,44.0,43.0,23,2,RB
17546,447420,73,223,7,1,46,10,14,44.0,43.0,30,2,RB
17547,447448,68,195,5,1,25,10,14,44.0,43.0,30,9,RB
17548,447470,68,195,1,2,30,5,14,44.0,43.0,30,9,RB
17549,447500,75,247,-3,1,40,10,14,44.0,43.0,30,9,RB
17550,447522,75,247,1,2,37,13,14,44.0,43.0,30,9,RB
17551,447543,75,247,1,1,25,10,14,44.0,43.0,30,9,RB
17552,447565,75,247,10,2,24,9,14,44.0,43.0,30,9,RB
17553,447588,75,247,11,1,14,10,14,44.0,43.0,30,9,RB
17554,447602,68,195,0,1,1,1,14,44.0,43.0,30,9,RB
17555,447624,68,195,-1,2,1,1,14,44.0,43.0,30,9,RB
17556,447653,75,247,-1,3,2,2,14,44.0,43.0,30,9,RB
17557,447665,72,228,7,3,27,1,14,44.0,43.0,30,9,RB
17558,447690,68,195,1,1,31,10,14,44.0,43.0,30,9,RB
17559,447712,68,195,2,2,30,9,14,44.0,43.0,30,9,RB
17560,447733,71,210,1,2,35,2,14,31.0,63.0,0,0,RB
17561,447777,71,210,0,1,6,6,14,31.0,63.0,0,0,RB
17562,447793,71,225,0,1,14,10,14,31.0,63.0,7,0,RB
17563,447816,71,225,5,2,9,15,14,31.0,63.0,7,0,RB
17564,447843,72,223,4,1,25,10,14,31.0,63.0,7,0,RB
17565,447863,70,214,-2,1,32,10,14,31.0,63.0,7,0,RB
17566,447885,70,214,5,3,34,12,14,31.0,63.0,7,0,RB
17567,447909,72,223,5,1,25,10,14,31.0,63.0,7,3,RB
17568,447931,72,223,6,2,30,5,14,31.0,63.0,7,3,RB
17569,447973,70,214,-1,2,44,8,14,31.0,63.0,14,3,RB
17570,447994,70,214,4,1,20,10,14,31.0,63.0,14,3,RB
17571,448015,70,214,4,2,16,6,14,31.0,63.0,14,3,RB
17572,448038,70,214,4,1,5,5,14,31.0,63.0,14,3,RB
17573,448060,70,214,-2,2,1,1,14,31.0,63.0,14,3,RB
17574,448085,72,223,15,1,50,10,14,31.0,63.0,14,6,RB
17575,448108,72,223,3,1,35,10,14,31.0,63.0,14,6,RB
17576,448150,71,185,4,1,4,4,14,31.0,63.0,17,6,RB
17577,448174,72,223,1,1,25,10,14,31.0,63.0,17,13,RB
17578,448194,71,185,-3,2,45,10,14,31.0,63.0,17,13,RB
17579,448217,72,223,-2,1,9,10,14,31.0,63.0,17,13,RB
17580,448240,72,223,2,2,4,15,14,31.0,63.0,17,13,RB
17581,448262,72,223,0,1,13,10,14,31.0,63.0,17,13,RB
17582,448281,70,214,0,1,46,10,14,31.0,63.0,20,13,RB
17583,448302,70,214,6,1,44,10,14,31.0,63.0,20,13,RB
17584,448325,70,214,1,3,35,1,14,31.0,63.0,20,13,RB
17585,448348,71,185,1,2,34,10,14,31.0,63.0,20,13,RB
17586,448371,72,223,-1,1,14,10,14,31.0,63.0,20,13,RB
17587,448397,69,195,1,2,13,11,14,31.0,63.0,20,13,RB
17588,448415,72,223,1,1,26,10,14,31.0,63.0,20,13,RB
17589,448435,70,214,0,2,15,10,14,31.0,63.0,20,13,RB
17590,448480,71,185,0,1,40,10,14,31.0,63.0,20,13,RB
17591,448500,70,214,1,1,27,10,14,31.0,63.0,20,13,RB
17592,448524,71,185,1,1,12,10,14,31.0,63.0,20,13,RB
17593,448548,72,223,8,2,18,8,14,31.0,63.0,20,20,RB
17594,448572,69,195,1,1,26,10,14,31.0,63.0,20,20,RB
17595,448588,70,214,0,1,44,10,14,31.0,63.0,20,20,RB
17596,448617,69,195,6,1,33,10,14,31.0,63.0,20,20,RB
17597,448661,69,195,2,2,20,7,14,31.0,63.0,20,20,RB
17598,448676,70,214,4,3,48,1,14,31.0,63.0,23,20,RB
17599,448698,70,214,1,1,5,5,14,31.0,63.0,23,20,RB
17600,448720,70,214,1,4,1,1,14,31.0,63.0,23,20,RB
